#_prom,Player,Team_prom,GP,MIN_x,PTS,FGM_x,FGA_x,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST_x,STL,BLK,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN_y,Pos,Team_x,Team_completo,Team_y,FGM_y,AST_y,FGA_y,HOB,Ast/TO,Stl/TO,FT/FGA,Posesiones_equipo,Pace_del_equipo,Puntos_Producidos,Posesiones_Ofensivas,Ofensa_Marginal,Puntos_Marginales_por_Victoria,OWS
147,TOMAS SATORANSKY,FCB,34,22.4,13.4,4.6,9.5,0.483,1.3,3.5,0.365,3.0,4.0,0.75,0.9,4.1,5.0,6.9,1.1,0.1,2.8,3.0,98,FCB,0.597,0.55,159.7,3.4,13.9,8.9,28.0,20.1,1.6,0.4,18.3,4.9,1.4,119.8,114.0,5.8,265.3,15.0,760.2,PG,FCB,BARCA,BARCA,1151,637,2259,0.00999131190269331,2.4642857142857144,0.3928571428571429,0.3157894736842105,1154.6599999999999,2061.892857142857,16.85,18.16,-2.5969833442444035,10.096697802953884,-0.2572111590271258
148,PIERRE PELOS,GCN,36,18.1,13.4,5.0,10.1,0.497,2.0,4.5,0.444,1.4,1.7,0.833,1.8,5.3,7.1,1.6,1.4,0.8,1.3,4.2,89,GCN,0.619,0.596,177.5,6.6,19.3,13.0,7.4,10.9,2.1,2.6,16.4,-0.7,1.3,122.2,113.6,8.5,205.5,15.5,652.6,PF,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.006145251396648044,1.2307692307692308,1.0769230769230769,0.1386138613861386,1074.248,2374.028729281768,14.200000000000001,12.447999999999999,0.8698211085267449,11.625167899511226,0.07482224050831267
149,INGUS JAKOVICS,LBC,32,15.1,13.4,3.9,12.4,0.317,2.8,9.7,0.292,2.7,3.6,0.75,0.4,1.9,2.3,5.2,1.1,0.0,3.2,5.4,232,LBC,0.478,0.431,136.0,1.3,6.7,4.0,22.5,18.6,1.6,0.0,21.9,0.7,1.1,96.0,126.9,-31.0,67.3,6.8,483.5,PG,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.008783783783783784,1.625,0.34375,0.21774193548387097,1040.384,2755.984105960265,16.0,19.184,-4.543553330175367,13.495530852259458,-0.3366709601804714
150,VLADIMIR BRODZIANSKY,MUR,17,21.0,13.4,4.2,9.1,0.467,1.5,4.5,0.333,3.4,4.6,0.739,1.5,3.9,5.4,1.1,1.0,0.5,1.5,3.6,153,MUR,0.603,0.55,153.9,5.0,14.2,9.4,5.3,12.0,1.5,1.5,16.4,-2.1,1.5,115.4,110.2,5.2,85.5,12.8,357.6,PF,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.005486542443064183,0.7333333333333334,0.6666666666666666,0.37362637362637363,968.024,1843.8552380952383,13.950000000000001,12.223999999999998,0.8596957929491431,9.029008984122664,0.09521485629939026
151,MIQUEL SALVO,GCN,36,13.7,13.4,4.3,8.9,0.48,1.0,3.3,0.311,3.8,4.7,0.813,0.7,4.0,4.7,1.8,0.8,0.2,1.6,2.6,157,GCN,0.609,0.537,160.3,2.4,14.6,8.6,8.1,12.7,1.2,0.7,17.0,-1.1,1.5,117.8,118.3,-0.4,117.0,12.6,494.9,F,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.005679702048417132,1.125,0.5,0.42696629213483145,1076.9679999999998,3144.432116788321,14.3,12.768,0.6271429879233175,15.397687001597001,0.040729688027706504
152,ANDRES FELIZ,RMB,30,17.8,13.4,4.7,10.1,0.47,1.2,3.9,0.316,2.7,3.6,0.755,1.7,3.9,5.6,4.7,1.8,0.1,2.6,4.3,113,RMB,0.575,0.53,154.0,6.0,12.0,9.2,21.3,18.5,2.7,0.2,18.4,1.5,1.3,114.7,106.9,7.8,162.4,14.4,532.6,SG,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.00898661567877629,1.8076923076923077,0.6923076923076923,0.26732673267326734,1048.484,2356.143820224719,15.75,16.384,-1.7951197748953938,11.537588895899681,-0.15558881418745624
153,BEN LAMMERS,AND,30,20.7,13.3,5.5,10.3,0.531,0.1,0.2,0.25,2.3,3.1,0.741,2.8,4.7,7.5,1.3,1.2,2.1,0.9,3.5,58,AND,0.57,0.534,152.2,10.1,16.8,13.5,6.1,7.4,1.7,6.7,16.1,-0.1,1.3,125.0,117.7,7.3,219.8,17.3,620.1,C,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.00648236415633937,1.4444444444444444,1.3333333333333333,0.22330097087378636,1048.4640000000002,2026.0173913043482,13.950000000000001,12.964000000000002,0.06725263905371826,9.92102245888506,0.006778801210503076
154,CARLOS ALOCEN,GCN,17,18.9,13.2,4.7,11.3,0.416,1.5,4.6,0.317,2.3,3.2,0.724,0.7,4.4,5.0,5.9,1.9,0.1,2.8,2.9,116,GCN,0.519,0.48,145.7,2.5,15.9,9.2,26.9,18.0,2.9,0.4,20.9,3.3,1.2,106.7,111.2,-4.5,99.6,14.2,322.1,PG,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.009869646182495346,2.107142857142857,0.6785714285714286,0.20353982300884954,1077.5079999999998,2280.440211640211,16.15,18.608,-3.7767327130892028,11.166882699492346,-0.3382083267751076
155,SERGI GARCIA,GRA,28,20.2,13.2,4.2,10.2,0.41,1.9,6.0,0.319,2.9,3.3,0.865,0.6,2.4,3.1,5.5,2.7,0.0,2.5,2.2,104,GRA,0.563,0.503,159.4,2.1,9.0,5.4,26.8,17.9,3.9,0.0,18.2,3.1,1.3,112.9,113.5,-0.6,176.3,14.8,566.1,PG,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.010308182784272051,2.2,1.08,0.28431372549019607,944.352,1870.0039603960397,15.95,17.152,-2.4175472643436144,9.157054312030922,-0.2640092743762958
156,JONAH RADEBAUGH,MUR,34,21.6,13.1,4.5,12.7,0.351,1.8,6.9,0.262,2.4,3.4,0.71,0.9,3.8,4.7,3.4,2.6,0.3,1.6,4.2,177,MUR,0.463,0.423,132.4,2.9,13.2,7.9,16.1,10.2,3.9,0.9,20.4,1.9,1.0,100.1,104.4,-4.3,177.9,11.9,734.3,G,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.008178053830227744,2.125,1.625,0.1889763779527559,968.196,1792.9555555555555,14.799999999999999,17.596,-4.043013156680869,8.779762903712067,-0.4604922935870502
157,FERRAN BASSAS,AND,26,15.0,13.1,4.6,10.4,0.442,3.0,7.4,0.4,0.9,1.1,0.833,0.5,2.1,2.6,8.8,1.1,0.0,4.0,3.3,144,AND,0.6,0.584,167.6,1.6,7.5,4.6,37.5,26.7,1.6,0.0,19.0,5.2,1.3,114.2,123.9,-9.7,121.0,13.0,389.5,PG,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.012774070543374642,2.2,0.275,0.08653846153846154,1052.984,2807.9573333333333,17.5,19.684,-3.578987893618219,13.750033877871195,-0.2602893873140278
158,MARCIS STEINBERGS,MAN,33,18.0,13.1,4.6,10.1,0.458,2.3,6.2,0.369,1.6,2.5,0.634,1.6,3.2,4.8,1.2,0.8,0.2,1.9,3.3,199,MAN,0.587,0.572,146.1,5.3,11.6,8.3,5.5,14.4,1.2,0.7,15.8,-2.9,1.3,111.6,111.7,-0.1,122.9,10.2,593.9,PF,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.005788423153692614,0.631578947368421,0.4210526315789474,0.15841584158415842,1003.4,2229.7777777777774,13.7,12.399999999999999,0.42122282661725663,10.918798380804736,0.03857776395594656
159,ZIGA SAMAR,GCN,18,14.6,13.0,4.7,11.8,0.395,1.9,4.8,0.4,1.8,1.9,0.929,2.7,2.9,5.6,3.4,2.9,0.1,3.0,6.6,161,GCN,0.515,0.477,172.4,10.5,10.4,10.4,15.4,19.3,4.4,0.4,21.1,-2.1,1.1,103.2,115.1,-11.9,62.0,12.5,262.8,PG,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.007541899441340782,1.1333333333333333,0.9666666666666667,0.15254237288135591,1075.136,2945.5780821917806,14.7,16.036,-2.4724573187391705,14.423936553185463,-0.17141349101352912
160,DONTA HALL,BASK,34,20.8,13.0,4.7,6.9,0.676,0.0,0.0,0.0,3.6,5.2,0.703,3.5,5.9,9.4,1.3,0.6,1.9,0.9,3.3,25,BASK,0.707,0.676,137.9,12.2,20.4,16.4,5.6,9.1,0.8,5.6,13.1,-0.2,1.9,145.4,115.5,29.9,293.6,19.3,705.5,PF,BASK,BASKONIA,BASKONIA,1077,609,2244,0.005571030640668524,1.4444444444444444,0.6666666666666666,0.5217391304347826,1076.688,2070.5538461538463,13.65,10.488000000000001,2.418724597222724,10.139109021565814,0.23855395894038753
161,NIKE SIBANDE,SJG,25,17.5,13.0,4.7,12.1,0.388,1.9,6.6,0.288,1.7,2.5,0.7,1.6,4.2,5.8,1.4,1.2,0.1,1.3,2.9,196,SJG,0.493,0.466,137.5,5.4,14.9,10.0,6.9,9.1,1.7,0.2,18.5,-1.1,1.1,103.6,115.5,-11.9,92.3,10.4,437.5,G,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.006441393875395987,1.0769230769230769,0.923076923076923,0.14049586776859505,947.8,2166.3999999999996,13.7,14.6,-1.934689252531296,10.60844943739179,-0.18237248185508265
162,BEKA BURJANADZE,LBC,34,20.9,13.0,4.3,9.3,0.459,0.6,2.1,0.286,3.8,5.6,0.691,2.8,5.1,7.9,2.1,0.9,0.1,1.9,3.9,168,LBC,0.553,0.492,143.6,9.7,17.6,13.6,9.0,13.8,1.3,0.3,17.3,-1.3,1.4,113.0,125.7,-12.7,192.5,12.2,711.4,PF,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.006177606177606178,1.105263157894737,0.4736842105263158,0.4086021505376344,1037.564,1985.7684210526318,14.05,13.864,-0.7965295751434152,9.723930894159055,-0.0819143599243257
163,TADAS SEDEKERSKIS,BASK,27,28.0,13.0,5.1,9.0,0.566,1.0,3.1,0.303,1.8,2.4,0.745,1.9,5.5,7.4,3.3,1.0,0.2,1.0,1.6,56,BASK,0.643,0.619,161.4,6.9,19.0,13.1,14.7,9.0,1.6,0.7,14.3,3.4,1.4,135.9,117.7,18.2,297.1,17.3,756.1,SF,BASK,BASKONIA,BASKONIA,1077,609,2244,0.007799442896935932,3.3,1.0,0.2,1077.156,1538.7942857142857,14.65,13.356000000000002,0.3474719413145202,7.535183426212803,0.046113269134997054
164,HUGO GONZALEZ,RMB,30,14.3,13.0,4.5,10.0,0.445,1.2,4.2,0.28,2.9,3.7,0.773,1.9,4.2,6.1,2.3,1.3,0.8,2.0,6.0,171,RMB,0.557,0.504,149.8,6.7,12.7,10.0,10.2,14.8,1.9,2.2,17.7,-1.4,1.3,112.2,104.8,7.4,99.3,12.1,428.1,F,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.00650095602294455,1.15,0.65,0.29,1047.7279999999998,2930.7076923076916,14.15,13.928,-0.765065199264102,14.35111907755785,-0.05331049064044796
165,TONI NAKIC,BRE,30,24.8,12.9,4.3,9.1,0.466,2.4,5.2,0.463,2.0,2.4,0.82,1.3,3.7,5.0,1.4,1.2,0.1,1.0,2.9,142,BRE,0.633,0.598,174.9,4.4,12.8,8.6,6.7,9.1,1.7,0.3,14.6,-0.2,1.4,125.3,118.3,7.0,195.3,13.1,744.2,SG,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.005307262569832402,1.4,1.2,0.21978021978021978,1074.756,1733.4774193548387,13.6,11.556,1.2250363697087927,8.488509764626206,0.14431701248832074
166,XAVIER RATHAN-MAYES,RMB,27,13.5,12.9,4.5,12.0,0.377,2.0,6.9,0.286,1.9,2.9,0.655,0.6,2.3,2.9,3.6,1.1,0.3,2.6,3.8,225,RMB,0.486,0.459,131.8,2.2,6.9,4.7,16.1,16.2,1.6,0.8,20.7,-0.4,1.1,98.4,112.5,-14.0,57.4,8.3,365.8,SG,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.007743785850860421,1.3846153846153846,0.4230769230769231,0.15833333333333333,1049.276,3108.9659259259265,14.700000000000001,16.876,-3.371987385323161,15.224015799371836,-0.22149132198498464
167,PAYTON WILLIS,TEN,5,12.9,12.8,4.5,14.5,0.308,2.2,7.3,0.308,1.7,2.2,0.75,0.0,1.1,1.1,0.6,0.6,0.6,0.6,3.3,238,TEN,0.414,0.385,136.5,0.0,4.9,2.4,2.6,3.5,0.9,1.9,22.7,-0.5,0.9,88.1,119.7,-31.6,2.5,5.1,64.5,SG,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.0046875,1.0,1.0,0.11724137931034483,1089.568,3378.505426356589,13.100000000000001,16.068,-4.106725130799511,16.543899552002248,-0.24823199136883595
168,GABRIEL DECK,RMB,19,22.5,12.8,4.5,9.6,0.474,1.1,3.4,0.325,2.6,3.5,0.738,1.2,4.6,5.8,1.5,0.6,0.3,1.1,2.4,162,RMB,0.574,0.531,153.7,4.5,13.9,9.7,6.7,8.9,0.9,0.9,16.1,-0.2,1.3,119.4,109.7,9.6,107.5,12.5,428.1,F,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.0057361376673040155,1.3636363636363635,0.5454545454545454,0.27083333333333337,1047.4399999999998,1862.1155555555551,13.55,12.64,0.014214236164686866,9.118426291401326,0.0015588475149589012
169,KOSTAS ANTETOKOUNMPO,MUR,14,12.3,12.8,5.2,7.1,0.735,0.0,0.2,0.0,2.3,7.5,0.306,4.4,5.9,10.3,2.9,0.6,2.3,3.1,7.3,92,MUR,0.612,0.735,104.1,14.3,18.9,16.6,13.8,23.1,0.9,6.8,17.4,-3.3,1.8,108.0,104.2,3.8,59.5,15.4,171.9,PF,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.008385093167701863,0.9354838709677419,0.1935483870967742,0.323943661971831,968.0,3147.9674796747963,14.25,13.299999999999999,0.0074406124201225055,15.414999002346635,0.00048268653270686665
170,SANTIAGO VESCOVI,MAN,24,11.1,12.5,3.9,9.7,0.403,2.2,6.3,0.34,2.6,3.1,0.826,2.2,3.4,5.5,2.4,1.2,0.3,0.9,4.2,156,MAN,0.566,0.514,156.9,6.8,12.1,9.3,11.1,7.9,1.7,0.8,14.6,1.8,1.3,125.8,110.9,15.0,71.6,12.7,267.3,G,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.006287425149700598,2.6666666666666665,1.3333333333333333,0.2680412371134021,1002.064,3611.0414414414413,13.7,13.464,-0.7181819243891354,17.68258426322835,-0.040615212895245396
171,HENRI DRELL,TEN,10,9.3,12.4,3.9,7.8,0.5,1.9,4.7,0.417,2.7,4.3,0.636,0.4,5.1,5.4,0.8,1.6,1.2,1.2,4.3,130,TEN,0.644,0.625,155.3,1.5,18.2,10.2,3.3,10.8,2.4,3.5,14.7,-1.9,1.6,119.9,114.9,5.0,24.1,13.5,92.5,SF,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.004319852941176471,0.6666666666666667,1.3333333333333335,0.3461538461538462,1090.692,4691.148387096774,12.8,10.492,1.5644411207151823,22.97166288211696,0.0681030854728881
172,AUGUSTO LIMA,LBC,16,14.6,12.4,4.9,9.0,0.552,0.0,0.0,0.0,2.5,3.9,0.64,3.6,7.3,10.8,3.6,1.4,0.9,2.8,4.3,88,LBC,0.58,0.552,119.2,12.9,26.1,19.5,16.0,20.7,2.1,3.1,17.0,-1.1,1.4,112.3,120.0,-7.7,91.4,15.5,233.2,PF,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.008204633204633204,1.2857142857142858,0.5,0.2777777777777778,1036.916,2840.865753424657,14.200000000000001,14.315999999999999,-1.1305624204957532,13.911180162307705,-0.08127005813345788
173,AUGUSTIN UBAL,GRA,30,14.4,12.3,3.9,9.8,0.398,0.5,2.7,0.188,4.0,4.9,0.814,2.1,4.4,6.5,1.7,2.3,0.6,2.6,4.3,179,GRA,0.514,0.424,139.9,7.2,16.5,11.6,8.3,17.7,3.3,1.7,18.7,-3.9,1.3,100.6,111.8,-11.2,100.6,11.8,432.0,G,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.005951115834218916,0.6538461538461539,0.8846153846153845,0.4081632653061224,943.656,2621.2666666666664,13.15,13.656,-1.4737887967511902,12.83584513259502,-0.11481821271033321
174,DEE BOST,FOR,4,21.2,12.3,3.8,14.9,0.257,3.0,10.2,0.292,1.7,2.1,0.8,0.0,3.0,3.0,4.7,1.3,0.0,5.1,5.1,242,FOR,0.39,0.357,134.9,0.0,10.4,5.0,24.1,24.4,1.8,0.0,25.5,-5.3,0.8,73.0,114.0,-41.0,2.1,1.1,84.8,G,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.008994708994708995,0.9215686274509804,0.25490196078431376,0.11409395973154361,951.024,1794.3849056603772,14.65,20.524,-7.328517960202214,8.786762159766042,-0.8340407794077979
175,MELVIN EJIM,UNI,27,13.5,12.3,4.4,11.3,0.391,0.9,3.2,0.281,2.6,3.2,0.813,1.3,3.5,4.8,2.4,1.7,1.0,2.3,5.7,217,UNI,0.484,0.43,148.5,4.3,12.7,8.4,9.6,15.1,2.4,3.1,18.8,-1.8,1.1,96.6,109.4,-12.7,65.8,8.9,365.4,SF,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.00685483870967742,1.0434782608695652,0.7391304347826088,0.23008849557522124,994.408,2946.394074074074,13.5,15.108,-2.6786907689892345,14.42793231049004,-0.18566005934486213
176,ALBERTO ABALDE,RMB,35,20.0,12.2,4.2,9.1,0.46,1.9,4.3,0.434,2.1,2.5,0.816,0.9,3.8,4.6,2.5,1.0,0.0,0.9,2.2,140,RMB,0.602,0.563,171.0,3.2,11.4,7.7,10.9,7.9,1.5,0.0,14.3,2.2,1.4,128.4,108.8,19.6,188.9,13.2,699.7,GF,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.006405353728489484,2.7777777777777777,1.1111111111111112,0.23076923076923078,1047.1,2094.2,13.45,12.7,-0.15003791144845557,10.254899746946958,-0.014630851120034028
177,TIM ABROMAITIS,TEN,36,19.9,12.2,4.4,8.0,0.547,2.3,4.9,0.464,1.2,1.7,0.697,1.2,5.6,6.8,0.9,1.2,0.5,0.4,3.4,86,TEN,0.697,0.689,170.8,4.9,21.1,13.4,3.7,3.9,1.8,1.4,12.7,0.6,1.5,142.0,115.1,26.9,226.1,15.7,715.7,PF,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.004871323529411766,2.25,2.9999999999999996,0.15,1087.948,2186.830150753769,12.649999999999999,9.648,2.318254663806716,10.708492006293957,0.21648750005548426
178,ALEKSANDAR ARANITOVIC,BRE,30,20.8,12.1,4.3,11.8,0.368,1.6,4.8,0.337,1.8,2.6,0.711,1.5,5.5,7.0,1.6,1.8,0.2,1.5,3.5,195,BRE,0.469,0.436,141.6,5.0,19.2,12.0,7.6,10.4,2.8,0.6,18.7,-1.3,1.0,97.3,112.8,-15.5,143.6,10.5,623.4,G,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.0054934823091247675,1.0666666666666667,1.2,0.15254237288135591,1075.144,2067.5846153846155,12.9,14.544,-2.674720581425696,10.124569262295443,-0.2641811727622359
180,FELIPE DOS ANJOS,AND,34,13.9,12.1,5.5,7.4,0.742,0.0,0.0,0.0,1.1,2.7,0.417,3.1,4.6,7.8,0.3,0.8,1.4,1.4,4.1,94,AND,0.705,0.742,115.9,11.2,16.6,13.9,1.4,14.4,1.2,4.2,12.8,-3.4,1.6,128.5,120.1,8.4,146.5,15.4,473.6,C,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.005529075309818875,0.2142857142857143,0.5714285714285715,0.14864864864864866,1048.4880000000003,3017.2316546762595,12.25,8.888000000000002,2.7321152002398517,14.774810491844105,0.18491710616173493
181,JOVAN KLJAJIC,GCN,25,6.8,12.0,3.8,12.0,0.316,1.7,6.5,0.258,2.7,4.6,0.591,0.6,2.1,2.7,2.1,1.1,0.0,1.9,4.0,237,GCN,0.427,0.386,116.5,2.3,7.6,5.0,9.3,11.9,1.6,0.0,21.5,-1.4,1.0,89.1,121.7,-32.6,13.0,5.3,171.1,SG,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.0054934823091247675,1.105263157894737,0.5789473684210527,0.225,1077.324,6337.200000000001,13.05,16.124000000000002,-4.216693801905112,31.032065073227134,-0.13588183035691873
182,ERIC VILA,BRE,34,18.6,12.0,4.3,11.6,0.374,1.7,5.9,0.291,1.6,2.3,0.7,1.8,3.8,5.5,1.5,0.9,0.3,1.6,3.5,221,BRE,0.476,0.448,136.6,6.0,12.9,9.5,7.2,11.3,1.4,0.9,18.5,-1.7,1.0,98.0,118.1,-20.1,111.8,8.7,631.7,F,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.005400372439478584,0.9375,0.5625,0.13793103448275862,1074.812,2311.423655913978,12.75,14.112,-2.362105118611071,11.31860274287053,-0.20869228934630968
183,GUILLEM JOU,MAN,16,11.7,11.9,3.5,7.1,0.486,2.7,6.2,0.438,2.3,2.3,1.0,1.9,4.8,6.7,1.0,1.2,0.4,0.0,3.7,97,MAN,0.733,0.676,192.4,6.5,17.9,11.9,4.2,0.0,1.7,1.2,9.9,1.7,1.7,167.1,108.4,58.7,62.0,15.3,187.0,SG,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.004491017964071856,inf,inf,0.323943661971831,1001.112,3422.605128205128,12.4,9.112,2.6422405158174556,16.75984741816929,0.15765301735104176
184,JAIME PRADILLA,VAL,36,21.7,11.8,4.7,9.5,0.498,1.0,3.5,0.289,1.3,1.7,0.778,3.1,7.9,11.0,2.7,1.1,0.5,2.0,2.3,101,VAL,0.574,0.551,156.5,10.3,24.8,17.8,10.3,16.5,1.6,1.3,14.9,-0.7,1.2,119.6,108.1,11.5,305.0,14.9,781.9,C,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.005958132045088567,1.35,0.55,0.1368421052631579,1241.6480000000001,2288.7520737327195,13.15,12.948,-0.7156134549161095,11.207584309877753,-0.06385082058097095
185,AMAR SYLLA,BBB,16,10.1,11.8,4.4,8.9,0.5,0.9,2.7,0.333,2.0,2.2,0.9,2.4,3.8,6.2,0.9,1.6,0.0,1.3,4.2,148,BBB,0.597,0.55,173.3,8.4,13.7,11.0,4.4,11.9,2.4,0.0,15.1,-2.1,1.3,117.9,116.5,1.3,38.5,12.9,162.1,C,BBB,BILBAO BASKET,BILBAO BASKET,958,562,2202,0.005532359081419625,0.6923076923076923,1.2307692307692308,0.2247191011235955,957.8679999999999,3793.536633663366,12.25,10.768,0.7188812416947261,18.576228566798044,0.038698987747147355
186,AARON DOORNEKAMP,TEN,36,22.6,11.8,3.7,8.3,0.439,2.8,6.6,0.423,1.6,1.9,0.86,1.2,5.2,6.4,2.3,1.5,0.5,0.7,4.3,95,TEN,0.64,0.606,172.2,4.9,19.7,12.6,9.8,6.7,2.4,1.5,13.8,2.6,1.4,135.4,114.0,21.4,258.1,15.3,814.9,PF,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.0055147058823529415,3.2857142857142856,2.142857142857143,0.19277108433734938,1088.336,1926.2584070796458,12.950000000000001,11.436,0.7035406649350779,9.432521655675442,0.07458670020776104
187,JAMES NNAJI,SJG,14,16.2,11.7,4.4,5.9,0.757,0.0,0.0,0.0,2.9,5.9,0.486,3.5,5.6,9.0,0.0,1.3,1.7,2.5,4.0,102,SJG,0.694,0.757,124.3,12.0,20.0,15.9,0.0,23.1,1.9,4.8,14.3,-7.0,2.0,111.7,112.4,-0.7,71.1,14.9,227.0,C,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.004646251319957761,0.0,0.52,0.4915254237288135,948.596,2342.2123456790123,11.7,8.496,2.6018958979790483,11.46936911040003,0.22685606095105426
188,MOUSSA DIAGNE,MUR,28,10.1,11.6,3.6,6.0,0.596,0.0,0.0,0.0,4.5,5.5,0.814,3.5,4.9,8.3,0.8,0.8,0.8,1.7,5.2,119,MUR,0.69,0.596,141.0,11.1,16.6,13.8,3.5,16.5,1.1,2.2,13.0,-3.2,1.9,130.4,109.5,20.9,79.6,14.1,281.7,C,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.0045548654244306425,0.4705882352941177,0.4705882352941177,0.75,966.62,3828.19801980198,12.0,9.22,2.126586650113799,18.745958793109622,0.11344240503160927
189,D.J. STEPHENS,MUR,16,13.0,11.6,4.7,10.1,0.466,1.6,5.5,0.281,0.7,1.2,0.571,1.0,6.1,7.1,1.0,0.7,2.3,0.9,2.9,154,MUR,0.548,0.543,131.8,3.5,19.3,11.6,4.9,7.6,1.0,6.6,14.7,-0.5,1.2,109.9,104.1,5.8,62.6,12.8,207.7,GF,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.005900621118012423,1.1111111111111112,0.7777777777777777,0.0693069306930693,966.428,2973.6246153846155,12.1,11.628,-0.35206620742697936,14.561275100669915,-0.024178253964227486
190,KONSTANTIN KOSTADINOV,TEN,16,6.8,11.6,5.3,8.9,0.593,0.0,0.0,0.0,1.0,1.3,0.75,3.3,3.3,6.6,0.7,0.7,0.7,1.3,7.3,173,TEN,0.608,0.593,134.3,13.2,12.3,12.7,2.9,12.2,1.0,2.1,15.0,-2.6,1.3,122.6,119.5,3.1,21.8,12.0,108.7,PF,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.0055147058823529415,0.5384615384615384,0.5384615384615384,0.11235955056179775,1086.572,6391.599999999999,11.95,10.172,1.0571192413186061,31.298451543589994,0.03377544859835428
191,PAU RIBAS,JOV,30,11.6,11.6,4.2,9.4,0.451,2.5,6.4,0.387,0.6,0.7,0.857,0.1,3.1,3.2,3.5,0.4,0.0,1.8,3.4,206,JOV,0.595,0.582,169.5,0.4,10.5,5.7,15.6,15.3,0.6,0.0,15.5,1.7,1.2,113.7,118.5,-4.7,69.1,9.7,348.9,SG,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.007109879963065559,1.9444444444444444,0.22222222222222224,0.06382978723404255,1085.008,3741.4068965517245,13.35,13.208,-0.7940394279063945,18.32095914271506,-0.043340494442515434
193,ALEX ABRINES,FCB,32,16.8,11.4,3.5,8.4,0.416,2.4,6.5,0.371,2.0,2.1,0.938,1.3,3.4,4.8,1.7,1.1,0.5,0.7,5.0,178,FCB,0.611,0.56,172.5,5.0,11.6,8.4,6.6,7.3,1.7,1.4,13.0,1.0,1.4,131.2,114.7,16.4,123.5,11.8,537.3,GF,FCB,BARCA,BARCA,1151,637,2259,0.004517810599478715,2.428571428571429,1.5714285714285716,0.23809523809523808,1151.324,2741.247619047619,12.25,11.024,0.4447387452119873,13.423369074057101,0.033131678251439804
