#_prom,Player,Team_prom,GP,MIN_x,PTS,FGM_x,FGA_x,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST_x,STL,BLK,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN_y,Pos,Team_x,Team_completo,Team_y,FGM_y,AST_y,FGA_y,HOB,Ast/TO,Stl/TO,FT/FGA,Posesiones_equipo,Pace_del_equipo,Puntos_Producidos,Posesiones_Ofensivas,Ofensa_Marginal,Puntos_Marginales_por_Victoria,OWS
194,COREY WALDEN,FOR,33,21.0,11.3,3.3,8.6,0.386,1.9,5.8,0.333,2.7,3.2,0.855,0.9,1.7,2.6,3.0,1.7,0.1,1.7,4.2,203,FOR,0.564,0.497,157.4,3.1,6.0,4.5,13.8,14.6,2.4,0.2,14.9,0.7,1.3,113.2,116.8,-3.6,129.0,9.9,694.6,G,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.006666666666666666,1.7647058823529411,1.0,0.3139534883720931,947.2080000000001,1804.2057142857143,12.8,13.008,-1.1298656025292502,8.834852794799364,-0.1278873150206131
195,JOAQUIN RODRIGUEZ,ZAR,20,12.0,11.3,4.7,12.5,0.373,1.1,5.0,0.212,0.9,0.9,1.0,1.2,2.0,3.2,3.8,1.7,0.2,2.4,5.7,231,ZAR,0.438,0.416,158.6,4.2,6.9,5.6,15.4,15.7,2.4,0.5,18.7,0.3,0.9,96.4,116.8,-20.4,30.3,7.0,239.9,G,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.007769652650822669,1.5833333333333333,0.7083333333333334,0.07200000000000001,1095.596,3651.9866666666667,13.200000000000001,16.696,-4.679230942483732,17.883085256352626,-0.2616568044835286
196,EDIN ATIC,BRE,26,19.3,11.3,4.0,9.4,0.427,1.7,5.1,0.338,1.5,2.1,0.724,1.5,5.1,6.6,3.0,2.0,1.1,2.4,3.7,149,BRE,0.546,0.519,149.0,5.2,17.7,11.4,14.5,18.7,3.0,3.5,16.7,-1.0,1.2,103.8,111.2,-7.5,148.1,12.9,502.3,GF,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.006517690875232775,1.25,0.8333333333333334,0.15957446808510636,1075.824,2229.6870466321243,12.8,13.324,-1.4682602466251335,10.918354087612778,-0.13447633542961587
197,BODIAN MASSA,MAN,28,17.4,11.2,4.2,8.6,0.491,0.0,0.0,0.0,2.7,4.4,0.617,3.8,7.5,11.3,2.2,1.3,0.6,3.3,6.1,187,MAN,0.53,0.491,110.8,12.8,27.9,19.9,9.7,23.6,1.9,1.8,16.8,-4.7,1.3,101.1,107.2,-6.1,139.8,11.4,487.2,C,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.006387225548902196,0.6666666666666667,0.393939393939394,0.3139534883720931,1003.436,2306.7494252873566,12.299999999999999,12.736,-1.338589200016342,11.295713923049066,-0.11850416973511799
198,OGNJEN JARAMAZ,BASK,27,10.4,11.1,4.2,10.8,0.393,1.3,4.2,0.303,1.4,2.4,0.579,0.8,2.6,3.3,3.5,0.5,0.1,3.5,4.9,239,BASK,0.471,0.452,127.5,2.8,8.7,5.8,15.2,22.6,0.8,0.4,19.8,-3.2,1.0,88.0,121.3,-33.3,23.9,4.4,281.3,SG,BASK,BASKONIA,BASKONIA,1077,609,2244,0.007149489322191272,1.0,0.14285714285714285,0.12962962962962962,1080.756,4156.753846153846,12.85,15.356000000000002,-3.59426631245689,20.354834287577056,-0.17658047526579665
199,ADAM HANGA,JOV,35,23.6,11.1,3.7,9.7,0.387,2.0,6.0,0.341,1.5,2.7,0.565,1.2,4.9,6.1,3.7,1.2,0.6,1.8,4.1,189,JOV,0.509,0.493,129.2,4.3,16.9,10.8,16.2,14.1,1.8,1.7,16.9,2.0,1.1,107.1,112.8,-5.7,214.5,11.3,826.5,SF,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.0068328716528162515,2.055555555555556,0.6666666666666666,0.15463917525773196,1084.788,1838.6237288135592,12.95,14.588000000000001,-2.6718388230086685,9.003391276545145,-0.29675915895925925
200,YANKUBA SIMA,UNI,29,15.7,11.0,4.9,9.3,0.53,0.1,0.2,0.333,1.1,2.3,0.483,1.7,4.8,6.5,1.7,0.6,0.7,1.7,5.6,214,UNI,0.536,0.534,134.6,5.7,17.6,11.5,7.4,13.9,0.8,2.3,15.1,-1.4,1.2,104.4,112.2,-7.8,89.1,9.1,454.0,C,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.006653225806451613,1.0,0.35294117647058826,0.11827956989247312,993.012,2529.9668789808916,11.85,12.012,-1.0132799521510911,12.388767408578612,-0.08179021517906976
201,IVAN AURRECOECHEA,GRA,23,8.9,10.8,3.9,7.1,0.55,0.0,0.0,0.0,3.0,5.8,0.515,4.8,3.7,8.5,1.1,0.4,0.4,1.4,6.7,188,GRA,0.559,0.55,106.5,15.9,13.7,14.9,5.1,12.8,0.5,1.1,14.1,-2.0,1.5,118.1,121.6,-3.5,44.4,11.4,203.9,PF,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.005313496280552604,0.7857142857142858,0.28571428571428575,0.4225352112676057,940.152,4225.402247191011,11.350000000000001,10.751999999999999,-0.1639848522750995,20.69099247228928,-0.00792542225776355
202,RAFAEL VILLAR,FOR,34,19.0,10.7,3.3,7.9,0.415,0.4,2.6,0.17,3.7,4.7,0.798,1.2,3.3,4.5,5.4,2.2,0.7,2.6,4.5,155,FOR,0.539,0.444,138.3,4.1,11.6,7.7,25.3,20.8,3.3,2.2,16.0,2.7,1.4,109.1,112.2,-3.1,183.3,12.7,646.4,PG,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.009206349206349206,2.076923076923077,0.8461538461538461,0.46835443037974683,948.468,1996.7747368421053,13.399999999999999,15.368,-3.0571167419795167,9.777826732667455,-0.3126581013923853
203,PHILIP SCRUBB,LBC,30,23.0,10.7,3.8,9.3,0.404,1.5,4.4,0.341,1.7,2.2,0.767,1.0,3.7,4.7,3.1,0.9,0.3,1.8,2.1,211,LBC,0.523,0.486,151.3,3.4,12.9,8.2,13.0,15.1,1.3,0.9,15.3,0.6,1.2,105.6,125.9,-20.2,154.1,9.3,690.7,SG,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.006660231660231661,1.7222222222222223,0.5,0.18279569892473116,1037.768,1804.8139130434784,12.25,13.368,-2.065378488208106,8.837831028629507,-0.23369744018837466
204,LLUIS COSTA,TEN,27,6.7,10.7,4.2,10.9,0.382,1.2,5.2,0.231,1.2,1.8,0.667,0.0,1.0,1.0,3.6,0.8,0.2,3.2,3.0,240,TEN,0.458,0.436,127.9,0.0,3.8,1.9,15.5,21.3,1.3,0.6,20.7,-2.3,1.0,86.1,122.4,-36.3,12.6,4.2,181.4,PG,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.007169117647058824,1.125,0.25,0.11009174311926605,1091.992,6519.355223880597,12.5,15.292,-3.8757306883362013,31.924044616383565,-0.12140475102415935
205,DANI PEREZ,MAN,34,20.0,10.7,3.9,11.8,0.327,1.7,6.7,0.252,1.3,2.1,0.6,0.8,2.5,3.3,8.2,1.5,0.0,3.0,4.4,222,MAN,0.42,0.399,117.9,2.6,9.2,5.7,36.3,19.2,2.1,0.0,19.1,6.6,0.9,99.1,110.6,-11.5,155.3,8.5,678.8,PG,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.012075848303393213,2.733333333333333,0.5,0.11016949152542373,1005.124,2010.248,14.799999999999999,20.924,-7.606865610956495,9.843802744007558,-0.7727568104295056
206,ERIK QUINTELA,BRE,24,7.3,10.7,3.7,7.2,0.514,1.0,2.9,0.357,2.3,2.9,0.786,1.6,2.9,4.5,4.9,2.1,0.4,2.7,5.1,136,BRE,0.632,0.586,165.7,5.4,10.3,7.8,23.5,24.0,3.1,1.3,14.4,1.7,1.5,116.2,115.7,0.4,49.5,13.3,175.3,PG,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.008007448789571697,1.8148148148148149,0.7777777777777778,0.3194444444444444,1076.3760000000002,5897.950684931508,13.149999999999999,13.376000000000001,-1.1739454412231947,28.881144583330034,-0.040647469418534976
207,JUAN NUNEZ,FCB,20,17.1,10.7,4.2,10.2,0.412,1.0,4.2,0.225,1.3,1.7,0.75,0.7,5.8,6.5,7.2,1.8,0.1,2.9,4.1,163,FCB,0.485,0.459,138.7,2.7,19.7,11.6,29.9,20.6,2.6,0.3,18.0,5.3,1.0,104.7,110.6,-5.9,110.0,12.5,341.0,PG,FCB,BARCA,BARCA,1151,637,2259,0.009904430929626413,2.4827586206896552,0.6206896551724138,0.12745098039215688,1153.948,2699.293567251462,14.299999999999999,18.148,-5.134132914721777,13.217928048774027,-0.38842191421960204
208,GIORGI BEZHANISHVILI,GRA,12,17.9,10.6,4.5,7.4,0.614,0.0,0.2,0.0,1.5,2.9,0.529,3.0,3.5,6.6,0.8,1.2,0.5,1.8,6.6,193,GRA,0.612,0.614,114.3,9.9,12.9,11.3,4.0,17.6,1.8,1.6,13.1,-3.6,1.4,114.2,118.3,-4.2,41.9,11.1,214.2,PF,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.0056323060573857595,0.4444444444444445,0.6666666666666666,0.2027027027027027,941.0759999999999,2102.96312849162,11.0,9.476,0.8524441536310565,10.297811123200981,0.08277915990423429
209,YOANKI MENSIA,ZAR,30,14.9,10.6,3.7,9.4,0.397,0.3,1.8,0.182,2.8,4.4,0.636,3.4,4.8,8.2,2.1,2.4,0.3,1.5,4.6,159,ZAR,0.467,0.414,121.5,11.8,17.3,14.5,8.5,11.4,3.5,1.0,15.8,-0.1,1.1,109.1,114.3,-5.2,123.1,12.6,445.9,SF,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.00530164533820841,1.4000000000000001,1.5999999999999999,0.2978723404255319,1094.0359999999998,2937.009395973154,11.65,13.436,-2.738197588836334,14.381977323821,-0.1903908987744705
210,FRANCISCO CAFFARO,SJG,23,9.3,10.5,3.0,5.4,0.563,0.0,0.0,0.0,4.4,6.2,0.703,2.4,4.7,7.1,1.0,0.2,0.7,2.0,4.6,197,SJG,0.642,0.563,126.5,7.8,16.9,12.2,4.7,19.9,0.2,2.1,12.9,-3.7,1.9,116.3,116.4,-0.1,44.6,10.3,213.6,C,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.004223864836325237,0.5,0.1,0.8148148148148149,949.328,4083.1311827956984,11.0,9.128,1.225106609787284,19.99431808480701,0.06127273781435938
211,YVES PONS,SJG,16,19.0,10.4,3.8,9.9,0.381,2.2,7.1,0.317,0.6,0.8,0.714,1.5,3.5,5.1,0.9,0.8,0.7,2.1,3.0,229,SJG,0.505,0.494,141.2,4.9,12.5,8.5,4.6,17.1,1.2,2.2,15.7,-4.1,1.0,93.9,118.2,-24.3,48.4,7.2,304.6,GF,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.004963041182682155,0.42857142857142855,0.38095238095238093,0.0606060606060606,947.952,1995.6884210526314,10.85,11.152000000000001,-1.0923325030293842,9.772507250519341,-0.11177607496493126
212,ELI JOHN N'DIAYE,RMB,29,14.4,10.4,3.9,9.7,0.402,1.6,5.5,0.281,1.0,1.6,0.632,2.7,4.7,7.3,0.7,1.0,0.5,1.6,4.7,212,RMB,0.499,0.482,131.5,9.9,14.2,12.2,3.0,13.0,1.6,1.5,15.6,-3.1,1.1,104.1,105.8,-1.7,81.4,9.2,417.2,C,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.004397705544933078,0.43749999999999994,0.625,0.10309278350515465,1045.6039999999998,2904.455555555555,10.75,11.104,-1.1409307849388686,14.222567348718052,-0.08021974914688705
213,YANNICK KRAAG,JOV,36,21.2,10.3,4.1,8.2,0.497,1.3,3.8,0.338,0.8,1.1,0.783,1.9,4.3,6.3,0.9,1.0,0.7,0.9,4.0,174,JOV,0.592,0.574,161.7,7.0,14.7,11.0,4.2,9.3,1.6,2.0,12.9,-0.8,1.3,120.8,113.8,7.0,184.1,11.9,764.8,F,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.0046168051708217915,1.0,1.1111111111111112,0.09756097560975611,1082.484,2042.4226415094338,10.75,9.584,0.486790287927402,10.001355854060657,0.048672429521619306
214,ANDREW ALBICY,GCN,35,24.0,10.3,3.2,7.3,0.441,2.1,5.3,0.387,1.8,2.4,0.75,0.7,2.0,2.7,5.2,1.9,0.0,2.7,2.1,169,GCN,0.617,0.582,157.8,2.5,7.2,4.9,22.2,24.5,3.0,0.0,14.9,2.2,1.4,113.5,116.9,-3.5,220.0,12.1,841.1,PG,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.00782122905027933,1.9259259259259258,0.7037037037037036,0.24657534246575344,1077.056,1795.0933333333332,12.9,13.556000000000001,-1.6167018840626195,8.790231195562109,-0.1839202915253057
215,ALEXANDER MADSEN,FOR,30,12.5,10.1,3.9,8.6,0.461,0.8,3.3,0.235,1.4,2.0,0.714,2.1,4.3,6.4,1.9,1.2,1.3,1.8,6.2,202,FOR,0.534,0.506,141.0,7.1,15.6,11.2,9.3,16.2,1.7,4.1,14.3,-1.5,1.2,105.4,115.6,-10.2,80.1,10.0,374.3,F,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.006137566137566137,1.0555555555555556,0.6666666666666666,0.1627906976744186,945.5799999999999,3025.8559999999998,11.049999999999999,11.38,-1.1364906639593269,14.817042273277591,-0.07670158746924668
216,THOMAS SCRUBB,TEN,36,24.1,10.1,3.9,8.3,0.475,1.4,3.9,0.355,0.8,1.2,0.633,1.6,3.4,5.1,1.2,1.1,0.3,0.7,1.9,180,TEN,0.568,0.558,146.3,6.6,13.1,10.0,5.2,7.0,1.7,1.0,13.3,0.4,1.2,120.8,118.1,2.7,206.5,11.8,866.8,F,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.0046875,1.7142857142857144,1.5714285714285716,0.09638554216867469,1087.6280000000002,1805.1917012448134,10.7,10.028,-0.038675604409851516,8.839680985715876,-0.004375226263521024
217,KHALIFA DIOP,BASK,34,15.2,10.0,4.3,6.3,0.689,0.0,0.1,0.0,1.3,3.6,0.373,3.5,6.4,9.8,1.6,0.9,1.2,2.3,5.0,139,BASK,0.636,0.689,106.1,12.3,22.0,17.2,7.0,22.7,1.4,3.5,13.1,-3.4,1.6,113.3,115.4,-2.1,158.6,13.2,515.6,FC,BASK,BASKONIA,BASKONIA,1077,609,2244,0.005478180129990715,0.6956521739130436,0.391304347826087,0.20634920634920637,1077.384,2835.2210526315794,10.8,9.484,0.6438772006159734,13.883539134356925,0.04637702205359162
218,STEFAN JOVIC,VAL,23,13.7,9.8,4.0,8.9,0.449,1.0,3.4,0.3,0.8,1.3,0.636,0.6,4.0,4.6,11.3,1.9,0.3,4.0,5.0,141,VAL,0.519,0.506,138.5,1.9,12.9,7.5,42.9,29.7,2.8,1.0,16.4,9.6,1.1,112.3,109.5,2.9,116.6,13.1,314.9,G,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.012318840579710146,2.825,0.475,0.0898876404494382,1245.972,3637.8744525547445,15.450000000000001,20.772000000000002,-6.794093503669869,17.813980423516593,-0.38139109520412684
219,HOWARD SANT-ROOS,MUR,27,21.9,9.7,3.3,9.8,0.335,1.0,4.5,0.216,2.1,2.7,0.795,0.8,5.2,6.0,4.0,1.9,0.3,1.8,2.5,201,MUR,0.441,0.385,134.7,2.6,17.3,9.8,17.7,14.3,2.8,0.9,16.5,2.3,1.0,96.5,103.4,-6.9,149.0,10.1,590.9,SF,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.007556935817805383,2.2222222222222223,1.0555555555555556,0.21428571428571427,968.188,1768.3799086757992,11.7,14.988000000000001,-4.35018647376295,8.65942062744033,-0.5023646108583638
220,MUSA SAGNIA,MAN,33,14.5,9.6,3.8,9.1,0.425,1.2,4.4,0.276,0.7,1.5,0.45,3.4,4.3,7.7,1.3,1.4,0.9,2.0,4.8,209,MAN,0.493,0.492,115.1,11.0,15.4,13.1,5.7,17.3,1.9,2.7,14.3,-3.2,1.1,100.9,107.7,-6.7,105.8,9.4,477.0,C,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.005089820359281437,0.65,0.7,0.07692307692307693,1001.26,2762.0965517241384,10.25,11.06,-1.5938125433558987,13.52546233851539,-0.11783793436896607
221,RAUL VILLAR,FCB,14,10.2,9.6,3.3,7.0,0.464,1.3,2.3,0.556,1.8,2.5,0.7,2.3,1.8,4.0,4.5,2.5,0.0,2.0,4.3,150,FCB,0.586,0.554,172.0,8.9,6.2,7.4,16.6,19.8,3.6,0.0,13.1,2.7,1.4,124.2,112.5,11.6,39.0,12.9,143.1,G,FCB,BARCA,BARCA,1151,637,2259,0.006776715899218071,2.25,1.25,0.2571428571428572,1151.8,4516.862745098039,11.85,12.6,-1.6429509987598845,22.11821918713591,-0.07428043753700726
222,JOAN SASTRE,TEN,30,17.6,9.6,3.5,7.2,0.481,1.4,4.2,0.344,1.2,1.6,0.739,0.7,3.7,4.4,1.9,1.4,0.1,0.8,2.9,186,TEN,0.603,0.58,156.5,2.8,13.9,8.5,8.0,8.7,2.3,0.4,12.2,1.5,1.3,124.0,117.3,6.7,120.9,11.4,527.6,SF,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.004963235294117648,2.3749999999999996,1.7499999999999998,0.16666666666666666,1088.8039999999999,2474.554545454545,10.549999999999999,9.804,0.05119908001254636,12.11742373316219,0.004225244667513606
223,MIGUEL GONZALEZ,ZAR,34,18.7,9.5,3.4,6.9,0.496,1.8,4.2,0.432,0.9,1.1,0.842,2.2,4.4,6.6,1.8,1.3,0.2,1.4,3.7,181,ZAR,0.649,0.628,177.0,7.5,15.9,11.6,7.2,15.6,1.9,0.7,10.8,-0.4,1.4,127.9,118.1,9.8,169.1,11.7,635.1,GF,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.004753199268738574,1.2857142857142858,0.9285714285714287,0.13043478260869565,1093.684,2339.431016042781,10.4,9.184000000000001,0.5651379386816835,11.455749467298718,0.04933225366833584
224,DEREK COOKE JR.,FOR,10,18.7,9.5,4.2,6.6,0.647,0.0,0.0,0.0,1.0,2.5,0.385,4.2,6.6,10.8,1.7,1.5,0.4,1.4,5.0,107,FOR,0.617,0.647,103.2,14.2,24.2,18.9,8.3,15.0,2.2,1.2,11.3,-0.5,1.4,124.1,109.0,15.1,65.1,14.6,186.6,,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.0062433862433862435,1.2142857142857144,1.0714285714285714,0.15151515151515152,943.3,2017.7540106951872,10.35,9.399999999999999,0.2838302072743737,9.880558253117794,0.02872613065003807
225,EDGAR VICEDO,GRA,16,16.1,9.4,2.9,8.1,0.362,1.5,5.0,0.306,2.0,2.8,0.7,1.5,5.0,6.6,1.0,1.1,0.4,0.8,3.5,210,GRA,0.501,0.457,136.8,5.2,19.1,11.8,4.4,8.2,1.6,1.2,13.4,-0.5,1.2,106.6,112.8,-6.2,53.5,9.4,257.7,SF,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.0041445270988310304,1.25,1.375,0.2469135802469136,941.5319999999999,2339.2099378881985,9.9,10.331999999999999,-1.1642198189831046,11.454666889554721,-0.10163716066197727
226,OUSMANE N'DIAYE,GRA,13,14.3,9.3,3.7,9.3,0.396,1.7,5.0,0.346,0.2,0.4,0.5,3.1,5.0,8.1,0.6,1.0,1.4,2.3,3.7,215,GRA,0.491,0.49,124.2,10.1,18.2,13.9,2.8,19.7,1.4,4.2,14.7,-5.4,1.0,95.5,118.3,-22.8,40.3,9.0,185.8,FC,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.004569606801275239,0.2608695652173913,0.4347826086956522,0.02150537634408602,940.376,2630.422377622377,9.600000000000001,10.076,-1.1900773225003647,12.880678910630948,-0.09239243760033064
227,ANDREJS GRAZULIS,JOV,11,23.4,9.2,3.5,7.7,0.455,1.1,4.2,0.267,1.1,1.4,0.8,2.2,3.9,6.1,1.3,0.7,1.5,2.5,3.8,216,JOV,0.556,0.527,152.1,8.3,13.5,11.0,5.5,23.3,1.1,4.4,14.5,-4.8,1.2,98.5,114.5,-15.9,51.5,9.0,257.7,FC,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.004432132963988919,0.52,0.27999999999999997,0.14285714285714288,1083.916,1852.8478632478632,9.85,9.616000000000001,-0.4474775241329425,9.073044161948106,-0.04931944738124839
228,ALBERTO DIAZ,UNI,30,17.3,9.1,2.8,7.0,0.406,1.8,5.1,0.351,1.7,2.1,0.774,1.4,3.0,4.4,7.3,1.7,0.1,1.4,2.6,109,UNI,0.576,0.535,153.1,4.7,10.8,7.7,28.4,14.9,2.5,0.4,11.9,9.4,1.3,132.3,110.2,22.1,189.9,14.5,519.9,PG,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.010181451612903226,5.214285714285714,1.2142857142857144,0.24285714285714285,992.924,2295.778034682081,12.75,15.224,-3.5529115877079747,11.241989106535984,-0.3160394085102205
229,JONATHAN BARREIRO,UNI,28,14.3,8.9,3.3,7.5,0.44,1.5,4.2,0.362,0.7,1.5,0.471,1.9,4.1,6.0,1.8,0.9,0.2,1.9,2.0,224,UNI,0.541,0.542,127.3,6.5,15.3,10.7,7.1,18.7,1.3,0.6,12.8,-1.9,1.2,102.5,110.3,-7.8,85.1,8.4,400.5,SF,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.005141129032258064,0.9473684210526316,0.4736842105263158,0.09333333333333332,992.66,2776.6713286713284,9.8,9.96,-0.8658565037816235,13.596832253722893,-0.06368075207698079
230,RAFA LUZ,AND,21,13.6,8.8,3.4,6.9,0.491,0.9,1.6,0.538,1.1,1.8,0.643,1.0,3.4,4.4,9.6,1.6,0.1,3.3,3.0,127,AND,0.572,0.555,167.2,3.9,11.8,8.0,38.3,29.8,2.4,0.4,14.3,8.6,1.3,117.9,120.8,-2.9,103.8,13.8,286.2,PG,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.012392755004766444,2.909090909090909,0.4848484848484849,0.15942028985507248,1052.0919999999999,3094.3882352941173,13.600000000000001,17.292,-4.9174689421076145,15.152631616404014,-0.3245290367109589
231,RUBEN GUERRERO,GRA,34,13.9,8.8,3.8,5.7,0.676,0.0,0.0,0.0,1.1,2.2,0.517,3.7,4.7,8.4,0.8,0.6,0.8,1.7,6.2,190,GRA,0.663,0.676,119.3,12.7,17.2,14.8,4.0,20.2,0.9,2.5,10.6,-3.1,1.6,120.8,116.6,4.2,110.9,11.2,471.4,F,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.004888416578108395,0.4705882352941177,0.35294117647058826,0.1929824561403509,939.968,2704.9438848920863,9.200000000000001,7.468,1.2027493604175552,13.245596581360699,0.09080371374967534
232,SANDER RAIESTE,BASK,22,9.4,8.7,3.1,5.8,0.545,2.3,4.0,0.565,0.2,0.2,1.0,1.9,2.3,4.2,1.7,0.5,0.3,2.8,5.2,230,BASK,0.748,0.742,211.1,6.8,7.5,7.1,7.4,32.4,0.8,1.0,11.1,-4.5,1.5,108.8,120.3,-11.5,29.6,7.1,206.0,SF,BASK,BASKONIA,BASKONIA,1077,609,2244,0.004456824512534819,0.6071428571428572,0.17857142857142858,0.034482758620689655,1077.9879999999998,4587.182978723403,9.549999999999999,7.588,1.4242450651912684,22.462564018579897,0.06340527572957409
233,MICHAEL RUZIC,JOV,17,11.1,8.4,3.4,7.4,0.462,0.6,2.9,0.2,1.0,2.9,0.333,1.9,3.4,5.3,0.8,0.8,1.0,0.8,5.3,228,JOV,0.482,0.5,99.5,7.0,11.9,9.5,3.4,8.1,1.2,2.7,12.6,-0.7,1.1,103.1,117.4,-14.3,27.6,7.6,189.4,C,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.003878116343490305,1.0,1.0,0.13513513513513511,1083.176,3903.336936936937,8.8,9.476,-1.3475558463689428,19.113899802713835,-0.07050135557253542
234,GUILLEM VIVES,JOV,32,15.7,8.0,2.7,6.6,0.402,1.9,4.6,0.422,0.8,0.9,0.846,0.9,3.3,4.2,4.1,1.2,0.5,1.6,6.5,213,JOV,0.573,0.549,167.0,3.1,11.2,7.3,17.1,18.4,1.9,1.4,11.5,3.3,1.2,116.8,115.9,0.9,98.1,9.1,502.6,PG,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.006278855032317636,2.5624999999999996,0.7499999999999999,0.12121212121212123,1084.0959999999998,2762.0280254777067,10.05,11.096,-1.832363831923784,13.525126778498587,-0.13547849583463892
235,DANIEL GARCIA,MUR,19,9.4,7.3,2.4,8.3,0.293,1.8,6.5,0.281,0.6,1.2,0.5,0.6,3.2,3.8,4.9,2.2,0.0,2.0,6.1,233,MUR,0.412,0.402,107.4,2.0,12.1,6.7,20.6,18.6,3.3,0.0,14.1,3.4,0.9,91.7,107.2,-15.5,28.0,6.6,178.0,PG,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.007556935817805384,2.45,1.1,0.07228915662650602,967.928,4118.842553191489,9.75,13.728000000000002,-4.950891373886961,20.169189884651782,-0.24546803328250966
236,NACHO LLOVET,AND,21,11.5,7.1,3.1,5.8,0.538,0.0,0.1,0.0,0.9,1.6,0.545,2.1,5.5,7.6,1.8,0.9,0.3,1.2,5.1,218,AND,0.547,0.538,108.4,7.0,20.2,13.3,7.4,15.4,1.3,0.9,9.6,0.0,1.2,114.9,119.7,-4.8,51.4,8.9,242.4,FC,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.00467111534795043,1.5,0.75,0.15517241379310345,1048.804,3648.0139130434786,8.0,8.304,-0.8924972296588951,17.86363143621839,-0.04996169075954865
237,SERGI MARTINEZ,SJG,28,21.6,7.1,2.6,7.1,0.361,1.1,3.7,0.306,0.9,1.4,0.625,3.0,4.9,7.8,1.5,1.1,0.0,1.1,2.7,219,SJG,0.463,0.441,129.3,9.7,16.9,13.2,6.3,12.2,1.7,0.0,11.0,-0.2,1.0,107.6,116.8,-9.1,136.8,8.7,606.0,F,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.004329461457233368,1.3636363636363635,1.0,0.1267605633802817,945.716,1751.3259259259257,7.85,9.216,-2.019129873378658,8.575910512176211,-0.23544204087855927
238,MICHAEL CAICEDO,FOR,12,8.5,6.7,2.8,7.4,0.381,0.4,2.5,0.143,0.7,0.7,1.0,1.1,4.3,5.3,3.2,1.1,0.4,1.1,6.0,234,FOR,0.434,0.405,152.4,3.4,15.4,9.1,14.6,12.1,1.5,1.1,11.0,2.8,0.9,99.7,115.5,-15.9,16.0,6.4,101.6,F,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.006349206349206349,2.909090909090909,1.0,0.09459459459459459,945.308,4448.508235294117,8.3,10.908000000000001,-3.381040436069272,21.78350013198792,-0.15521107331619277
